ImageID;ProjectID;JobID;TotalTerm1;TotalTerm2;TotalTerm3;TotalTerm4;TotalTerm5 
ImageID;ProjectID;JobID;TotalTerm1;TotalTerm2;TotalTerm3;TotalTerm4;TotalTerm5 
145005;44890;2012027;1221;153;12990;355;0
